traffic_id,date_time,city,area,vehicle_count,avg_speed_kmh,accident_count,congestion_level,road_condition,visibility_m
9038.0,2024-01-02 13:00:00,London,Islington,2054,118.42032974585237,5,Medium,Snowy,4717
9039.0,2024-01-02 14:00:00,London,Chelsea,4101,47.39211267204459,6,Low,Dry,6525
9040.0,2024-01-02 15:00:00,London,Islington,1862,33.720325479150176,2,Low,Dry,7890
9041.0,2024-01-02 16:00:00,London,Kensington,608,50.20964413861302,8,Medium,Dry,6818
9042.0,2024-01-02 17:00:00,London,Islington,2079,19.0010818100049,8,Medium,Wet,1434
9043.0,2024-01-02 18:00:00,London,Islington,206,70.3935046808119,1,Medium,Snowy,2890
9044.0,2024-01-02 19:00:00,London,Islington,2517,76.68021759054619,4,Low,Snowy,1414
9045.0,2024-01-02 20:00:00,London,Kensington,2874,110.8332246759461,2,High,Snowy,621
9046.0,2024-01-02 21:00:00,London,Camden,3789,112.98370610690141,6,High,Snowy,3919
9047.0,2024-01-02 22:00:00,London,Southwark,961,49.49134477999553,0,Low,Dry,9060
9048.0,2024-01-02 23:00:00,London,Kensington,3555,54.700301942504865,6,Medium,Wet,3824
9049.0,2024-01-03 00:00:00,London,Chelsea,859,14.225482075210744,7,Medium,Wet,6374
9050.0,2024-01-03 01:00:00,London,Kensington,2077,118.51416698178994,6,Medium,Wet,9098
9051.0,2024-01-03 02:00:00,London,Chelsea,3382,4.185832189092452,8,High,Damaged,9398
9052.0,2024-01-03 03:00:00,London,Islington,2395,74.80586384112011,5,High,Wet,3016
9053.0,2024-01-03 04:00:00,London,Camden,4046,119.43045846708318,9,Low,Dry,500
9054.0,2024-01-03 05:00:00,London,Kensington,4287,68.23991871126847,6,High,Snowy,6143
9055.0,2024-01-03 06:00:00,London,Camden,2366,105.44956775134949,6,High,Damaged,9961
9056.0,2024-01-03 07:00:00,London,Kensington,619,31.5224175620639,4,Medium,Damaged,2227
9057.0,2024-01-03 08:00:00,London,Southwark,934,108.19248295466502,0,Low,Wet,3190
9058.0,2024-01-03 09:00:00,London,Chelsea,4514,117.78541769782909,8,High,Damaged,3681
9059.0,2024-01-03 10:00:00,London,Southwark,4917,41.27043888530343,6,High,Wet,7470
9060.0,2024-01-03 11:00:00,London,Southwark,1724,11.540782341710429,5,Medium,Wet,2521
9061.0,2024-01-03 12:00:00,London,Camden,2573,7.612418883410383,9,High,Damaged,5113
9062.0,2024-01-03 13:00:00,London,Chelsea,2362,117.00590698340488,3,Medium,Wet,9911
9063.0,2024-01-03 14:00:00,London,Islington,1519,85.63853224694084,5,High,Dry,3480
9064.0,2024-01-03 15:00:00,London,Kensington,4856,8.105248652029648,0,High,Dry,5310
9065.0,2024-01-03 16:00:00,London,Kensington,179,53.086537339698815,5,High,Wet,9662
9066.0,2024-01-03 17:00:00,London,Chelsea,3133,75.69486639169227,7,Medium,Dry,5628
9067.0,2024-01-03 18:00:00,London,Camden,1698,8.3417884581951,7,High,Snowy,8885
9068.0,2024-01-03 19:00:00,London,Islington,4405,27.480536227616067,4,Medium,Dry,5844
9069.0,2024-01-03 20:00:00,London,,140,88.27084208562161,1,Medium,Damaged,1876
9070.0,2024-01-03 21:00:00,London,Kensington,4109,15.438989470622504,4,Low,Snowy,6940
9071.0,2024-01-03 22:00:00,London,Camden,2124,87.60235490025222,5,Medium,Damaged,1683
9072.0,2024-01-03 23:00:00,London,Camden,4429,82.89787089008837,3,Medium,Damaged,4382
9073.0,2024-01-04 00:00:00,London,Camden,1188,8.101022603476682,1,High,Dry,3123
9074.0,2024-01-04 01:00:00,London,Southwark,3577,7.182707411263129,9,Medium,Wet,9429
9075.0,2024-01-04 02:00:00,London,Southwark,662,36.994552852671006,0,Low,Wet,1870
9076.0,2024-01-04 03:00:00,London,Camden,4913,56.601449553321274,7,High,Snowy,5103
9077.0,2024-01-04 04:00:00,London,Islington,1869,111.52269824144064,2,High,Damaged,9773
9078.0,2024-01-04 05:00:00,London,Chelsea,1989,75.91927668484419,4,High,Snowy,4002
9079.0,2024-01-04 06:00:00,London,Chelsea,2237,80.4525318271828,3,High,Snowy,4965
9080.0,2024-01-04 07:00:00,London,Camden,4294,108.76583512808564,8,Medium,Dry,2310
9081.0,2024-01-04 08:00:00,London,Chelsea,4152,51.85554541542903,0,High,Dry,9695
9082.0,2024-01-04 09:00:00,London,Camden,3979,115.56966439567626,4,Low,Dry,6954
9083.0,2024-01-04 10:00:00,London,,3676,74.10715552397221,9,High,Dry,8130
9084.0,2024-01-04 11:00:00,London,Camden,836,7.071841132042885,6,Medium,Wet,6821
9085.0,2024-01-04 12:00:00,London,Chelsea,986,16.089621494210874,3,Low,Dry,4317
9086.0,2024-01-04 13:00:00,London,Kensington,191,109.90503093567969,5,Medium,Wet,7135
9087.0,2024-01-04 14:00:00,London,Camden,1362,38.73648377101926,8,Low,Damaged,3923
9088.0,2024-01-04 15:00:00,London,Southwark,786,5.815343434777592,1,High,Snowy,8240
9089.0,2024-01-04 16:00:00,London,Islington,3844,118.47344260059901,0,Medium,Damaged,99
9090.0,2024-01-04 17:00:00,London,Kensington,3984,56.78872739062631,5,Low,Dry,9128
9091.0,2024-01-04 18:00:00,London,Kensington,406,21.626239180963566,5,Medium,Wet,2341
9092.0,2024-01-04 19:00:00,London,Islington,3898,64.88021175397185,0,Medium,Wet,5148
9093.0,2024-01-04 20:00:00,London,Kensington,3429,7.389975218299023,4,Medium,Dry,5236
9094.0,2024-01-04 21:00:00,London,Islington,562,95.16294535818132,6,Medium,Dry,335
9095.0,2024-01-04 22:00:00,London,Chelsea,1996,52.085976859539834,4,Medium,Damaged,7186
9096.0,2024-01-04 23:00:00,London,Chelsea,1486,107.83321463346435,6,Low,Dry,624
9097.0,2024-01-05 00:00:00,London,Kensington,159,53.64104886673275,9,Low,Damaged,8375
9098.0,2024-01-05 01:00:00,London,,1540,57.49985597829369,6,Low,Wet,2064
9099.0,2024-01-05 02:00:00,London,Camden,4417,35.22543787284889,1,High,Damaged,227
9100.0,2024-01-05 03:00:00,London,Islington,796,50.5295036321874,3,High,Snowy,8798
9101.0,2024-01-05 04:00:00,London,Southwark,3612,42.013460957172555,7,High,Damaged,7833
9102.0,2024-01-05 05:00:00,London,Islington,1761,8.369173353096087,8,Medium,Wet,7893
9103.0,2024-01-05 06:00:00,London,Southwark,3925,12.253746573798013,0,High,Wet,5894
9104.0,2024-01-05 07:00:00,London,Islington,485,39.04765823327691,8,High,Snowy,3282
9105.0,2024-01-05 08:00:00,London,Camden,650,118.1752903006593,8,High,Wet,9071
9106.0,2024-01-05 09:00:00,London,Chelsea,1502,40.72185807773205,6,High,Damaged,5687
9107.0,2024-01-05 10:00:00,London,Camden,3116,109.91943960121156,8,High,Snowy,9882
9108.0,2024-01-05 11:00:00,London,Southwark,4022,6.555791986692753,8,Low,Damaged,1326
9109.0,2024-01-05 12:00:00,London,Southwark,1740,5.80846109572658,3,Low,Damaged,7563
9110.0,2024-01-05 13:00:00,London,Camden,1090,4.261344298681881,6,Low,Damaged,2219
9111.0,2024-01-05 14:00:00,London,Camden,427,69.92398027931078,6,Low,Snowy,8961
9112.0,2024-01-05 15:00:00,London,Chelsea,3151,68.80549791883436,1,Medium,Dry,8198
9113.0,2024-01-05 16:00:00,London,Camden,4339,31.95397582717366,3,Low,Snowy,4376
9114.0,2024-01-05 17:00:00,London,Southwark,521,54.7157407349051,4,Low,Wet,8706
9115.0,2024-01-05 18:00:00,London,,245,12.990885407112179,1,Low,Snowy,8910
9116.0,2024-01-05 19:00:00,London,,157,74.6678045578997,0,Medium,Snowy,9831
9117.0,2024-01-05 20:00:00,London,Islington,2285,29.686130222426293,6,Medium,Wet,7444
9118.0,2024-01-05 21:00:00,London,Camden,1129,98.09356839995047,5,Low,Wet,728
9119.0,2024-01-05 22:00:00,London,Southwark,3536,80.61069236108558,8,Low,Damaged,5372
9120.0,2024-01-05 23:00:00,London,Kensington,413,115.20901701410034,1,Medium,Dry,6630
9121.0,2024-01-06 00:00:00,London,Chelsea,64,91.80384205862546,8,High,Dry,387
9122.0,2024-01-06 01:00:00,London,,4040,21.993695273303587,6,Medium,Wet,8525
9123.0,2024-01-06 02:00:00,London,Southwark,2704,62.159442785120575,6,Low,Damaged,1348
9124.0,2024-01-06 03:00:00,London,Chelsea,2067,113.05235969004724,1,High,Snowy,4127
9125.0,2024-01-06 04:00:00,London,Kensington,4311,81.76223630789146,4,High,Wet,2300
,2024-01-06 05:00:00,London,Chelsea,3554,103.22035970091076,7,Low,Dry,2552
9127.0,2024-01-06 06:00:00,London,Kensington,4821,7.539131259436642,4,Low,Wet,2992
9128.0,2024-01-06 07:00:00,London,Camden,42,59.16460923271849,0,Medium,Wet,9469
9129.0,2024-01-06 08:00:00,London,Chelsea,4268,75.04448448272258,5,Medium,Snowy,1945
9130.0,2024-01-06 09:00:00,London,Southwark,4202,44.96794416946191,0,Low,Snowy,7736
9131.0,2024-01-06 10:00:00,London,Camden,3819,8.704723144562209,6,Low,Wet,9020
9132.0,2024-01-06 11:00:00,London,Kensington,4762,116.26710309403765,9,High,Dry,6533
9133.0,2024-01-06 12:00:00,London,Southwark,1531,58.592726079523544,6,Low,Damaged,8055
9134.0,2024-01-06 13:00:00,London,Islington,1381,32.058005968528775,8,Low,Wet,2941
9135.0,2024-01-06 14:00:00,London,Camden,2682,57.21882301596673,7,Low,Wet,1159
9136.0,2024-01-06 15:00:00,London,Chelsea,933,58.476156645037925,7,Low,Damaged,6356
9137.0,2024-01-06 16:00:00,London,,1108,13.647188105462352,9,High,Damaged,5460
9138.0,2024-01-06 17:00:00,London,Camden,2855,116.17269820274596,8,Medium,Snowy,2728
9139.0,2024-01-06 18:00:00,London,Chelsea,323,44.1121357398214,5,Medium,Wet,4078
9140.0,2024-01-06 19:00:00,London,Kensington,3401,55.11396290023377,2,Low,Damaged,9825
9141.0,2024-01-06 20:00:00,London,Camden,4994,32.523407766091125,3,High,Damaged,8937
9142.0,2024-01-06 21:00:00,London,Kensington,925,67.61696990077378,2,High,Wet,8665
9143.0,2024-01-06 22:00:00,London,Islington,1370,89.20508312571465,2,Medium,Dry,361
9144.0,2024-01-06 23:00:00,London,Kensington,2655,98.491637528241,6,High,Damaged,108
9145.0,2024-01-07 00:00:00,London,Southwark,2362,109.5848443547089,1,Medium,Wet,1824
9146.0,2024-01-07 01:00:00,London,Camden,2298,40.003490092135884,3,Low,Damaged,1368
9147.0,2024-01-07 02:00:00,London,Southwark,817,68.17949713867867,1,Medium,Damaged,5497
9148.0,2024-01-07 03:00:00,London,Islington,31175,25.63934882184808,5,Low,Wet,2300
9149.0,2024-01-07 04:00:00,London,Camden,1451,33.883393027731344,4,High,Wet,7342
9150.0,2024-01-07 05:00:00,London,Kensington,2451,33.77146412224119,8,Low,Dry,3789
9151.0,2024-01-07 06:00:00,London,Southwark,2265,100.42398541959803,5,High,Snowy,8110
9152.0,2024-01-07 07:00:00,London,Camden,4343,95.34666051734092,2,Medium,Snowy,8688
9153.0,2024-01-07 08:00:00,London,Islington,1525,69.6994449767883,9,High,Dry,9882
9154.0,2024-01-07 09:00:00,London,Camden,1738,69.67852884059313,6,Low,Wet,7007
9155.0,2024-01-07 10:00:00,London,Islington,1393,-13.419521739875897,6,Medium,Snowy,3794
9156.0,2024-01-07 11:00:00,London,Islington,2289,88.24869628982034,5,High,Wet,5023
9157.0,2024-01-07 12:00:00,London,Islington,598,83.86481800284785,7,Low,Damaged,5462
9158.0,2024-01-07 13:00:00,London,Southwark,3037,88.03294402918863,4,Low,Dry,5456
9159.0,2024-01-07 14:00:00,London,Camden,663,68.58217353518923,7,High,Wet,6744
9160.0,2024-01-07 15:00:00,London,Camden,629,40.46062382897755,5,Low,Damaged,7596
9161.0,2024-01-07 16:00:00,London,Southwark,4023,13.355974993991348,4,High,Wet,120
9162.0,2024-01-07 17:00:00,London,Southwark,684,45.79008277399701,3,Medium,Dry,1168
9163.0,2024-01-07 18:00:00,London,Chelsea,1341,35.76662557124181,0,Medium,Wet,543
9164.0,2024-01-07 19:00:00,London,Chelsea,1024,-2.7444012660383805,9,Low,Dry,7924
9165.0,2024-01-07 20:00:00,London,Southwark,892,84.65630105942438,9,Low,Wet,2605
9166.0,2024-01-07 21:00:00,London,Camden,632,62.19778880944171,7,High,Wet,3399
9167.0,2024-01-07 22:00:00,London,Chelsea,912,71.1613646672145,6,Medium,Dry,6648
9168.0,2024-01-07 23:00:00,London,Southwark,2861,51.79860268644377,7,Low,Damaged,5309
9169.0,2024-01-08 00:00:00,London,Islington,3537,65.33288664034731,5,Medium,Snowy,5033
9170.0,2024-01-08 01:00:00,London,Kensington,4757,6.500642315293924,9,Low,Damaged,5591
9171.0,2024-01-08 02:00:00,London,Kensington,3761,104.5442223098134,1,Medium,Snowy,4404
9172.0,2024-01-08 03:00:00,London,Kensington,2877,103.75422509475159,9,Low,Wet,5217
9173.0,2024-01-08 04:00:00,London,Southwark,4708,102.37590543015257,0,Low,Damaged,1361
9174.0,2024-01-08 05:00:00,London,,4109,77.75528043154472,9,High,Snowy,3211
9175.0,2024-01-08 06:00:00,London,Southwark,3536,76.41607647481955,6,Low,Snowy,2704
9176.0,2024-01-08 07:00:00,London,Camden,1295,82.16533257199269,0,Low,Snowy,9415
9177.0,2024-01-08 08:00:00,London,Islington,2077,9.14499693803852,8,High,Dry,4637
9178.0,2024-01-08 09:00:00,London,Islington,1776,41.56529385492196,1,High,Damaged,6898
9179.0,2024-01-08 10:00:00,London,Chelsea,4252,8.246030307956927,3,Medium,Dry,5900
9180.0,2024-01-08 11:00:00,London,Islington,1874,93.75729968606446,1,Low,Snowy,689
9181.0,2024-01-08 12:00:00,London,Southwark,163,115.51411175643779,9,High,Dry,7775
9182.0,2024-01-08 13:00:00,London,Islington,3204,50.25209353680804,8,High,Dry,1457
9183.0,2024-01-08 14:00:00,London,Chelsea,445,18.694975834643046,7,Low,Snowy,6685
9184.0,2024-01-08 15:00:00,London,Kensington,4912,45.75588597657235,1,High,Damaged,2356
9185.0,2024-01-08 16:00:00,London,Camden,4758,69.30215941583452,7,Low,Damaged,7368
9186.0,2024-01-08 17:00:00,London,Kensington,1855,69.7239787316161,7,Low,Wet,8688
9187.0,2024-01-08 18:00:00,London,Camden,2257,31.487117742750215,4,High,Dry,867
9188.0,2024-01-08 19:00:00,London,Camden,597,22.2287465013957,2,Medium,Snowy,8951
9189.0,2024-01-08 20:00:00,London,Chelsea,2738,49.18277318000174,3,Low,Snowy,2256
9190.0,2024-01-08 21:00:00,London,Chelsea,213,73.32806754381126,0,High,Dry,2376
9191.0,2024-01-08 22:00:00,London,Islington,3020,41.09190304049221,9,High,Snowy,7536
9192.0,2024-01-08 23:00:00,London,Camden,3113,49.66308736033398,3,High,Snowy,6638
9193.0,2024-01-09 00:00:00,London,Camden,4315,63.94903639982624,3,High,Dry,7985
9194.0,2024-01-09 01:00:00,London,Southwark,2594,67.4946336669252,8,High,Snowy,5511
9195.0,2024-01-09 02:00:00,London,Southwark,781,16.42650163427109,0,Medium,Snowy,1595
9196.0,2024-01-09 03:00:00,London,Camden,1191,62.934889949498576,3,Medium,Wet,9613
9197.0,2024-01-09 04:00:00,London,Southwark,2166,23.3592113562383,7,Medium,Damaged,3884
9198.0,2024-01-09 05:00:00,London,Islington,2102,98.16558010310497,7,Low,Dry,199
9199.0,2024-01-09 06:00:00,London,Southwark,1328,119.51379466947934,8,High,Dry,7885
9200.0,2024-01-09 07:00:00,London,Islington,441,118.82430055386628,6,Medium,Wet,2765
9201.0,2024-01-09 08:00:00,London,Kensington,2953,6.622279320814053,1,Low,Damaged,3463
9202.0,2024-01-09 09:00:00,London,Islington,4462,21.16675429744749,3,High,Snowy,4658
9203.0,2024-01-09 10:00:00,London,Chelsea,1117,57.73744801122132,8,Medium,Snowy,1832
9204.0,2024-01-09 11:00:00,London,Islington,22,80.2611226589959,2,Low,Damaged,2538
9205.0,2024-01-09 12:00:00,London,Islington,2360,6.458883173409751,6,High,Wet,4786
9206.0,2024-01-09 13:00:00,London,Islington,2518,26.486918176360163,0,High,Dry,2718
9207.0,2024-01-09 14:00:00,London,Southwark,178,106.40198403307546,0,Medium,Damaged,1211
9208.0,2024-01-09 15:00:00,London,Islington,3597,64.20023289761323,2,Low,Dry,8897
9209.0,2024-01-09 16:00:00,London,Chelsea,554,33.68861968008031,3,Low,Wet,3233
9210.0,2024-01-09 17:00:00,London,Kensington,2988,112.26524238542997,0,Low,Dry,3090
9211.0,2024-01-09 18:00:00,London,Camden,4199,81.00390463993851,2,Low,Dry,6045
9212.0,2024-01-09 19:00:00,London,Chelsea,4178,67.93196463035673,0,Medium,Dry,8518
9213.0,2024-01-09 20:00:00,London,Chelsea,404,99.71677537623799,0,Medium,Damaged,4347
9214.0,2024-01-09 21:00:00,London,Camden,1583,54.201742512356894,9,Low,Snowy,3915
9215.0,2024-01-09 22:00:00,London,Southwark,1676,42.748346711880664,2,Medium,Damaged,8134
9216.0,2024-01-09 23:00:00,London,Chelsea,1251,103.02880575620544,4,High,Dry,1362
9217.0,2024-01-10 00:00:00,London,Kensington,1223,36.18202336371056,2,Medium,Damaged,590
9218.0,2024-01-10 01:00:00,London,Southwark,562,89.17859710880151,1,Medium,Snowy,728
9219.0,2024-01-10 02:00:00,London,Kensington,3357,48.30069261091717,7,Medium,Dry,3732
9220.0,2024-01-10 03:00:00,London,Chelsea,2464,59.749506769032116,5,High,Dry,3224
9221.0,2024-01-10 04:00:00,London,Southwark,3275,110.20353499126874,2,Low,Snowy,1483
9222.0,2024-01-10 05:00:00,London,Southwark,905,20.20410409069544,1,High,Dry,5490
9223.0,2024-01-10 06:00:00,London,Kensington,1450,93.95487026519712,3,High,Damaged,7847
9224.0,2024-01-10 07:00:00,London,Southwark,3967,105.86251770623024,8,Medium,Wet,5946
9225.0,2024-01-10 08:00:00,London,Kensington,549,108.45412490020378,7,Low,Wet,6771
9226.0,2024-01-10 09:00:00,London,Islington,1712,90.91982633194894,3,Low,Snowy,984
9227.0,2024-01-10 10:00:00,London,,3425,31.40349761445842,1,High,Damaged,1679
9228.0,2024-01-10 11:00:00,London,Chelsea,1108,85.24358766433517,5,Medium,Damaged,4080
9229.0,2024-01-10 12:00:00,London,Kensington,4610,75.25349146110666,7,Low,Wet,1862
9230.0,2024-01-10 13:00:00,London,Kensington,3136,108.57550689369228,1,Medium,Damaged,714
9231.0,2024-01-10 14:00:00,London,Southwark,2606,96.99076141013255,1,Medium,Dry,8983
9232.0,2024-01-10 15:00:00,London,Chelsea,4598,94.1867053261017,6,Low,Wet,683
9233.0,2024-01-10 16:00:00,London,Camden,3714,101.54968819415413,5,High,Dry,5499
9234.0,2024-01-10 17:00:00,London,Kensington,222,90.40630836516056,5,High,Wet,7287
9235.0,2024-01-10 18:00:00,London,Kensington,1118,86.63091928515466,1,Low,Dry,260
9236.0,2024-01-10 19:00:00,London,Southwark,3462,96.80725439962656,8,Low,Damaged,802
9237.0,2024-01-10 20:00:00,London,Southwark,2928,116.79675301075156,7,Medium,Snowy,8409
9238.0,2024-01-10 21:00:00,London,Chelsea,477,28.996224827844046,2,Medium,Damaged,1499
9239.0,2024-01-10 22:00:00,London,Islington,4019,3.165829704383774,6,Medium,Wet,3756
9240.0,2024-01-10 23:00:00,London,Chelsea,3304,39.096258009356944,4,Medium,Snowy,6388
9241.0,2024-01-11 00:00:00,London,Islington,4142,92.9606389848083,5,High,Wet,5801
9242.0,2024-01-11 01:00:00,London,Southwark,192,11.83409885443514,3,Medium,Dry,8806
9243.0,2024-01-11 02:00:00,London,Southwark,4448,105.09488082016112,6,Low,Dry,5743
9244.0,2024-01-11 03:00:00,London,Kensington,2279,96.72214460829873,0,Low,Wet,3509
9245.0,2024-01-11 04:00:00,London,Chelsea,3323,52.91178977046446,7,High,Snowy,211
9246.0,2024-01-11 05:00:00,London,Islington,3638,33.51810904402954,5,High,Dry,1717
9247.0,2024-01-11 06:00:00,London,Camden,3042,58.622760934378206,6,High,Wet,5136
9248.0,2024-01-11 07:00:00,London,Southwark,415,22.89412991269543,0,High,Damaged,6525
,2024-01-11 08:00:00,London,Camden,2845,19.893229259267656,0,Medium,Dry,9529
9250.0,2024-01-11 09:00:00,London,Chelsea,1953,103.56377026673813,4,Medium,Wet,7339
9251.0,2024-01-11 10:00:00,London,Kensington,4877,74.69687978489179,6,High,Dry,1966
9252.0,2024-01-11 11:00:00,London,Camden,1789,50.3322742993659,0,High,Wet,704
9253.0,2024-01-11 12:00:00,London,Islington,323,28.280365798641792,8,High,Dry,4902
9254.0,2024-01-11 13:00:00,London,Camden,4585,79.17720758363892,8,High,Snowy,9944
9255.0,2024-01-11 14:00:00,London,Kensington,1030,100.43043235289109,8,High,Wet,2405
9256.0,2024-01-11 15:00:00,London,Kensington,507,86.07127473362482,9,High,Damaged,4160
9257.0,2024-01-11 16:00:00,London,,225,82.03065507748738,4,High,Snowy,1822
9258.0,2024-01-11 17:00:00,London,,3513,54.09100349085694,6,High,Wet,9549
9259.0,2024-01-11 18:00:00,London,Chelsea,2100,75.73398699619601,2,High,Dry,5279
9260.0,2024-01-11 19:00:00,London,Kensington,1671,72.96805391276075,1,Medium,Wet,2001
9261.0,2024-01-11 20:00:00,London,Chelsea,2810,50.40990136578588,3,Medium,Snowy,4705
9262.0,2024-01-11 21:00:00,London,Chelsea,4732,62.35665061013667,1,High,Wet,7105
9263.0,2024-01-11 22:00:00,London,Kensington,39,76.8206406898019,4,Medium,Damaged,3763
9264.0,2024-01-11 23:00:00,London,Southwark,4235,19.918421369937363,9,Medium,Damaged,8656
9265.0,2024-01-12 00:00:00,London,Camden,4728,118.72722166137565,5,Medium,Dry,4447
9266.0,2024-01-12 01:00:00,London,Kensington,2224,6.389911616360293,6,High,Snowy,1990
9267.0,2024-01-12 02:00:00,London,Kensington,1782,70.61154218963243,0,Medium,Snowy,5005
9268.0,2024-01-12 03:00:00,London,Chelsea,3974,63.487933625257185,4,Low,Dry,6521
9269.0,2024-01-12 04:00:00,London,Chelsea,3747,-14.956589174628839,3,Medium,Wet,4576
9270.0,2024-01-12 05:00:00,London,Chelsea,1479,107.68778449489244,9,High,Damaged,308
9271.0,2024-01-12 06:00:00,London,Islington,1823,17.684081585013857,6,Low,Wet,1562
9272.0,2024-01-12 07:00:00,London,Kensington,28,57.90490122214553,4,Medium,Wet,8646
9273.0,2024-01-12 08:00:00,London,Southwark,3657,80.01699515379694,1,High,Damaged,1413
,2024-01-12 09:00:00,London,Kensington,2765,91.75123753827484,9,High,Snowy,4393
9275.0,2024-01-12 10:00:00,London,Southwark,1024,57.11845467042261,4,High,Snowy,4873
9276.0,2024-01-12 11:00:00,London,Kensington,4822,71.41210115571009,8,High,Dry,771
9277.0,2024-01-12 12:00:00,London,Kensington,231,27.547922181291927,4,Medium,Damaged,2083
9278.0,2024-01-12 13:00:00,London,Kensington,3865,71.16823920878102,8,Medium,Dry,8819
9279.0,2024-01-12 14:00:00,London,Southwark,1432,53.36876101286005,6,Low,Damaged,7875
9280.0,2024-01-12 15:00:00,London,Islington,3214,100.70212899268867,9,Low,Dry,1016
9281.0,2024-01-12 16:00:00,London,Islington,4585,67.08485545641331,6,Low,Dry,9310
9282.0,2024-01-12 17:00:00,London,Kensington,1219,119.42504610233604,0,High,Wet,903
9283.0,2024-01-12 18:00:00,London,Kensington,3168,25.82899220105918,5,Low,Snowy,7837
9284.0,2024-01-12 19:00:00,London,Camden,256,75.23685013396003,5,Low,Snowy,5392
9285.0,2024-01-12 20:00:00,London,Islington,3113,39.40842943309242,6,Low,Damaged,6698
9286.0,2024-01-12 21:00:00,London,Kensington,435,78.44542560854048,9,Medium,Dry,9019
9287.0,2024-01-12 22:00:00,London,Southwark,2084,77.15319248592856,5,Low,Wet,8523
9288.0,2024-01-12 23:00:00,London,Islington,1463,89.68558431056042,7,High,Damaged,8747
9289.0,2024-01-13 00:00:00,London,Camden,1388,75.09541826681458,4,High,Wet,701
9290.0,2024-01-13 01:00:00,London,Southwark,4503,12.678442977522353,9,Low,Damaged,6888
9291.0,2024-01-13 02:00:00,London,Camden,21605,75.26286828245958,0,Low,Dry,4536
